year,region,tags,title,background,content,effect
2021,부산광역시 연제구,청년,연제청년 창업나래 센터 조성 및 운영,"청년창업공간 지원 시설을 조성하고 컨설팅 및 교육 등 창업 지원 프로그램을 운영하여 청년들의 자립 기반과 역량을 강화함
청년지원 네트워크를 구축하여 청년 유입을 증대 시키고, 지역 자원의 육성을 도모함","공간 운영은 월토요일 09:00 ~ 23:00까지 진행되며 운영 인력은 총 4명(상근 3명, 비상근 1명)으로 구성됨
 7개의 취·창업 프로그램을 총 37회 운영하였으며 그 중 주요 프로그램으로는 오픈클래스가 23회 진행되었고 410명이 참여하였으며 창업·홍보 마케팅, 상품 디자인, 아이템 개발 등의 교육이 이루어졌음","전국 지자체 최초로 공유주방이 '규제샌드박스 실증특례' 승인을 받았으며 청년 총 25팀 34명이 센터에 입주하여 외식 창업 5팀 7명, 일반 창업 20팀 27명이 참여함
성공적인 청년 취·창업 및 성장을 위한 역량 강화 프로그램을 37회 운영하여 559명의 청년이 참여하였으며 외식 분야 청년 창업 지원을 위한 맞춤형, 통합형, 연계형 지원체계를 구축함
커뮤니티 공간 조성 및 지원을 통해 청년 네트워크를 구축함"
2019,부산광역시 연제구,주거 복지,전국최초 「부산광역시 연제구 다자녀가구 전세자금 대출 이자 지원에 관한 조례」 제정,"연제구는 2018년 1,264명이 태어나 지난 2014년 대비 출생률이 20%가 감소함
합계출산율도 0.936%로 나타나 심각한 초저출산율을 기록함","기준 중위소득 180% 이하의 무주택 다자녀 가구 대상, 전세자금 대출 잔액의 1.5%(연간 최대 100만 원, 연1회)로 5년간 지원함
위 내용을 제217회 연제구 의회 임시회 제1차 사회도시위원회 회의에서 관련 조례가 만장일치로 통과함","아이 키우기 좋은 연제구로 거듭나길 기대함
구의 다자녀 가구 주거안정과 삶의 질 향상을 통한 초저출산 극복을 기대함"
2024,부산광역시 부산진구,교통,대중교통 최초 승차권 현금영수증 자동화 발급 시스템 개발,"역사 승차권 발매기를 통한 승차권 구매건(오프라인) 현금영수증 발급 시 고객 및 직원 불편 발생으로 효율성이 떨어짐
승차권 모바일앱(온라인) 이용 고객 현금영수증 발급 시 담당 직원 수동 집계·발급으로 업무가 가중되어 업무 간소화가 필요함
모바일앱 서비스를 위한 인터넷망 연계 시스템 구축('23.8월)으로 고객 서비스 개선을 위한 업무혁신 인프라 조성이 필요함","현금영수증 자동 발급시스템 구축으로 온/오프라인 고객 편의 증진 및 업무 간소화
현금영수증 사업자와 협상으로 발급 대행 수수료 0.5%를 무료로 절감함","현금영수증 발급 절차 간소화 및 자동화로 고객 편의를 증진하고, 도시철도 운임 결제 금액(연간 약 53억)에 대한 소득공제 혜택를 제공함
기존 현금영수증 수동 발급 방식에서 탈피한 일하는 방식 개선을 통해 역 운영 업무 효율성을 제고하고, 안전관리 등 본래 업무에 집중할 수 있는 환경을 구축함
현금영수증 사업자와 직접 연계 및 자체 모바일 인터넷망을 이용한 시스템 구축으로 연간 수수료 약 26.6백만원 예산절감 효과가 발생함"
2024,부산광역시 부산진구,복지,코로나19 사망자 장례비 지원 관련 민원 해소,"코로나19 감염자 및 사망자 관련 정보는 국내 의료기관이 「질병관리청 코로나19 정보관리시스템」(이하 '시스템')에 등록하고 보건소가 관리하고 있음
해외에서 코로나19로 인해 사망한 경우 국내 의료기관이 코로나19 확진 판정 및 사망진단을 하지 않으므로 시스템에 등록할 의료기관 부재함
이로 인해 해외 코로나19 사망자 유족은 코로나19 사망자 장례지원비 신청 및 시민안전공제(생활안전보험) 신청 시 장애 요인이 발생함","코로나19 사망자 장례비 및 생활안전보험 신청 상담에 대한 문제해결을 추진함
타 지자체 사례 조사를 통해 유사 사례를 확인하여 코로나19 사망자 관련 동향 보고 및 코로나19 장례비 지급 근거를 마련함
시스템에 등록되어 있지 않아 생활안전보험의 미지급 대상자가 되었다는 민원에 대해 재난안전법 시행규칙 제5조에 따라 「재난상황(코로나19 확진 사망자 조치결과) 보고」(수신처 : 중앙방역대책본부장)하여 생활안전보험 신청 근거를 마련함","코로나19 정보관리시스템에 등록되지 않은 해외 코로나19 사망자의 장례비와 생활안전보험 신청 자격 여부에 대한 문제를 해결하고 장사정책의 목적을 달성함
유사 재난상황 발생 시 주소지 관할 보건소 등에서 입증자료를 확인 후 재난상황으로 인한 사망자 여부를 등록할 수 있도록 시스템 개선 및 재난상황 관련 지침 정비를 건의할 예정임"
2020,부산광역시 부산진구,청년,청년창업 지원,"청년 취업난에 따라 청년창업이 지속적으로 증가하는 추세임
하지만 철저한 준비 없이 이루어지는 청년창업으로 3년 이내 조기 폐업하는 비율이 65%에 육박함에 따라 기업가 정신제고를 위한 교육이 요구됨
지속가능한 일자리로 가능성 있는 청년창업을 장려하고 이를 통한 지역경제 활성화를 도모하고자 함","위워크 1인당 임차료 70%(4개월 지원) 지원, 청년창조발전소 내 공유사무실 임대 등 청년 초기·예비 창업가를 위한 사무 공간 제공을 지원함
청년창업 스쿨을 운영하여 기업가정신, 비즈니스 모델 전략, SNS 마케팅 전략 등 창업 기초교육을 실시함
청년 창업생태계 조성사업을 추진하여 청년창업거리 활성화를 위한 거리 이정표, 다목적 CCTV 설치, 보안등 LED 교체 등을 실시함","안정된 입주사무실 확보에 따른 청년 사업추진의 동력을 확보함
창업 기본교육을 통한 창업가 정신 배양 및 창업진행의 동기를 제고함
청년창업하기 좋은 거리재생사업에 따라 청년창업가들의 주체적 민간협의체 구성 및 창업생태계의 변화에 따른 청년창업 활성화가 기대됨"
2023,부산광역시 부산진구,교통,ICT기반 스마트 예지검수로 안전효율성 제고,"부산도시철도 1호선 운행구간에 LTE-R 통신망 구축 및 최신 기술의 신조전동차가 도입으로 실시간 각종 데이터 전송이 가능한 환경이 조성됨
과학적이고 지능적인 전동차 모니터링 시스템과 이를 유연하고 스마트한 업무환경에서 활용하는 안전관리체계가 요구됨","열차 운행상태 정보를 실시간으로 전송·분석하여 열차의 잠재적 결함 및 고장발생을 예측·진단하는 플랫폼을 구축함
클라우드 시스템, 데이터 머신러닝 등 ICT 기술을 활용한 열차 상태기반 유지보수(CBM) 시스템을 국내 최초로 도입함
사용자 편의를 위한 내부 전문가 컨설턴트 운영을 통해 인터페이스를 고도화함","열차 정보의 실시간 전송 및 사용자 중심 시각화로 고장, 이례상황 등의 상시 모니터링 수행이 가능함
고장통계 및 이상빈도 분석으로 중대고장 사전 예측·진단이 가능해짐에 따라 선진화된 상태기반 유지보수체계 기반이 마련됨
열차 데이터 공유로 통합관제 업무의 효율성 향상과 열차 유지관리 및 고장예방 등 안전체계가 고도화됨"
2022,부산광역시 부산진구,교통,전사적 디지털 전환(DX) 시스템 체계 추진,"일시적·부분적 변화가 아닌 장기적, 전사적 디지털 중심 구조개혁 필요해짐
행안부의  지자체별 공공기관 효율화 가이드라인 배포 등 정책, 경제, 사회, 기술 환경이 급변함
혁신에 대한 시대적 요구 + 변화에 맞는 효율적 조직 운영이 필요함","(기존) 전통적 조직 ⇨ (개선) 디지털 혁신[예측기반 기술중심]으로의 전환을 기획함
「부산교통공사·KT」 공동연구개발을 추진함
DX Leader로서 도시철도를 견인하는 “No.1 Digital Metro” 달성하는 목표를 세움","웹기반 반응형 클라우드 플랫폼 구축(1호선 시청역)함
데이터 통합으로 업무 효율성 증대 및 안전관리체계를 강화함
스마트 예지검수 시스템을 구축하여 차량의 운행, 고장 정보가 기록된 데이터를 실시간으로 제공하고, 통계분석을 통해 열차를 검수, 정비와 각종 상황대응에 선제적으로 활용함
차량의 실시간 운행 데이터를 활용한 사전 예지보전 구현으로 안전체계를 강화함
유지관리 통합 플랫폼(SMIP)을 개발하여 데이터베이스 구축을 통한 예지보전 시스템 기반마련으로 도시철도 안전관리체계를 강화함"
2022,부산광역시 부산진구,복지,모두가 행복한 안전문화도시,"최근 주요 보도자료에 따르면 어린이보호구역 내 사망사고가 급격히 증가하고 있음
이태원참사(’22.10.29.) 이후 심폐소생술 및 응급구조 교육에 대한 관심이 증가함","어린이 교통사고 예방 및 차량속도 준수 등 안전한 교통문화 정착에 기여하고자 ‘어린이 교통안전 우산 보급 및 운전자 교통안전 캠페인’을 추진함
어린이에게는 교통안전의식 함양, 어른들에게는 교통사고에 대한 경각심을 고취하고자 ‘2022년 어린이 교통안전 그림 공모전’을 개최함
쾌적한 주거환경 조성에 따른 애향심 고취와 안정감 제고를 위한 주민 주도의 ‘안심마을 조성사업’을 추진함
지역 주민 및 학생 등 시민의 위기대처 능력 함양을 위한 ‘생활안전체험관 교육’을 진행함","지속적인 안전문화운동 전개로 안전문화 확산 및 범시민 안전 의식을 제고함
지역주민 주도의 안심마을 조성을 통한 안전 취약지 환경개선 및 안전사고를 예방함
양질의 안전교육을 제공하여 시민 위기 대처 능력을 함양함"
2022,부산광역시 부산진구,복지,주민자치의 결정판 ‘진구네 곳간’운영(부산 부산진구),"기존 푸드마켓은 긴급지원대상이나 기초생활 수급 탈락자, 차상위계층 등으로 이용대상이 한정되어 있었음
경제적으로 어려움을 겪고 있는 부산진구 시민 누구나 이용할 수 있는 푸드마켓을 운영하고자 함","부산진구는 2021년 4월부터 코로나19 위기상황이 종료될 때까지 경제적 도움이 필요한 부산진구 시민을 대상으로 즉석밥과 국, 라면, 통조림, 칫솔 등 생필품을 지원하고 있음
'진구네 곳간'은 이용신청서와 개인정보 활용동의서만 내면 누구든 식료품을 가져갈 수 있기 때문에 행정 절차를 기다리며 시간 낭비를 하지 않아도 됨
2회 이상 이용자들에 대한 복지상담을 통해 통합 돌봄서비스나 복지 사각지대에 있는 대상자를 발굴하고, 공적 지원과 민간지원을 연계해서 자립을 지원하고 있음","2021년 9월 30일 기준 '진구네 곳간'을 2,386명의 이용자가 2,797회 이용했으며 복지 사각지대를 발굴한 사례도 수급자 지정 12건, 한시 생계지원 165건, 민간자원 연계 330건 등 총 507건에 이름 
또한 '진구네 곳간'은 부산진구의 예산 투입 없이 오로지 민간 기탁 등 지역사회의 후원으로만 운영되었으며 2회이상 이용자 348명을 대상으로 한 만족도 조사에서는 98.7%가 ‘매우 만족한다’고 응답함
지역 내의 문제를 지역 내에서 해결하는 지역공동체 형성에 기여하고, 기부문화를 활성화해 나눔 문화를 확산시킴"
2020,부산광역시 부산진구,청년 문화,부산진구 전포메트로 청춘드림센터 조성,"단순 1회성 일자리 창출 및 재정적 지원이 청년 일자리 대책의 근본적인 해결을 가져다주지 못할 것이라는 우려가 팽배함
초기 청년창업가의 최대 애로사항은 비싼 임대료임
우수한 사업 아이템을 가지고 있지만 경영 노하우, 정보 부족으로 실패를 경험하는 스타트업 기업들이 많음","지역특화발전특구 지정을 통한 특화사업의 일환으로 청년 일자리 창출을 위한 청년창업 지원 방안을 모색함
지하철역 공실 상가를 리모델링하여 청년들에게 창업공간을 제공하고 체계적인 지원과 관리로 성공적인 청년창업 육성 추진을 계획함
민(롯데장학재단), 관(부산진구), 유관기관(부산교통공사, 한국신발관 등)이 함께 사업의 추진을 위한 공동지원 및 상호협력 강화를 통해 청년들의 성공적인 창업을 지원하고 양질의 일자리 창출을 위해 노력함","쾌적하고 우수한 사무공간을 지원하여 초기 청년창업자 기업에 안정적인 창업 환경을 제공함
입주기업에 대한 지원과 육성을 통해 성공 창업을 유도하고, 양질의 일자리 창출을 기대함"
2023,부산광역시 수영구,청년,청년 구정참여 마일리지 및 인센티브 제공 사업,"수영구는 청년들의 자발적 사회 참여를 촉진하기 위해 청년정책 제안하고 구정 홍보, 관광지 방문, 취·창업 활동 등 다양한 프로그램을 통해 전국 청년들의 관심과 참여도를 높이고자 함","청년 참여자는 구정 활동 후 마일리지를 적립하고 50,000마일리지 이상 시 이를 수영구 내 가맹점에서 사용할 수 있는 동백전 포인트로 전환할 수 있도록 함","부산 수영구 구정에 대한 전국 청년의 관심과 참여도를 제고함
청년들의 다양한 사회 참여 활동을 유도하여 지역 경제 활성화에 기여함
청년들의 참여를 통해 지역 발전 및 청년들의 사회적 책임을 증진시킴"
2024,부산광역시 수영구,복지,지인 초대나 홈파티도 거뜬히! 1인 가구를 위한 공유찬장 지원,"2022년 우리나라 1인 가구의 비율은 34.5%이며, 수영구의 1인 가구는 이보다 높은 40.2%(3만 2,325가구)로 나타남
1인 가구의 높은 비율 및 다양한 유형 발생에 따라 1인 가구를 위한 지원을 추진하고자 함","에어프라이어, 와플기, 테이블 등 지인 초대나 홈파티 시 필요한 주방용품 및 파티용품을 대여하는 '공유찬장' 사업을 시행함
생애주기별 맞춤형 지원사업의 일환으로, 수영구에 거주하는 1인 가구 중에서도 청년과 중장년층을 주요 대상으로 주방용품과 파티용품을 무료로 대여함","공공자원을 활용해 지역의 1인 가구에 공유함으로써 사회적 관계망 형성 및 고독·고립 방지와 삶의 질 향상을 견인함
신규 공공자원 발굴로 더욱 활발한 공유문화를 형성함"
2022,부산광역시 수영구,청년,수영구 청년 사업자 임차료 지원 사업,"코로나19 여파 이후 매출이 불안정한 상황에 놓인 청년 사업자들의 경제적 부담 완화가 요구됨
임차료 고정지출 부담과 물가 상승률 등으로 사업장 휴·폐업 위기 극복을 위한 정책적 지원이 필요함","주민등록지 수영구 내, 사업장 부산시 내 소재 청년 사업자를 대상으로 임차료 지원 사업을 추진함
청년 사업자 50명에게 사업장 임차료를 월 20만 원씩 10개월 간 지원함","자영업을 위한 필수 고정비용인 임차료 지원을 통해 청년 사업자들의 경제적 부담을 완화함
정책적･재정적 지원 사업을 통한 청년 인구 유입과 창업 환경의 안정화 및 생업 보호를 도모함"
,부산광역시 수영구,청년,청년 구정참여 마일리지 및 인센티브 제공 사업,"수영구는 청년들의 자발적 사회 참여를 촉진하기 위해 청년정책 제안하고 구정 홍보, 관광지 방문, 취·창업 활동 등 다양한 프로그램을 통해 전국 청년들의 관심과 참여도를 높이고자 함","청년 참여자는 구정 활동 후 마일리지를 적립하고 50,000마일리지 이상 시 이를 수영구 내 가맹점에서 사용할 수 있는 동백전 포인트로 전환할 수 있도록 함","부산 수영구 구정에 대한 전국 청년의 관심과 참여도를 제고함
청년들의 다양한 사회 참여 활동을 유도하여 지역 경제 활성화에 기여함
청년들의 참여를 통해 지역 발전 및 청년들의 사회적 책임을 증진시킴"
2022,부산광역시 수영구,복지 청년,수영구가 아빠의 육아휴직을 응원합니다!(부산 수영구),"수영구는 2012년 고령사회에 진입한 후 고령 인구는 지속해서 증가하는 반면 출생아 수는 계속 감소하여 2017년 0.85%, 2018년 0.77%, 2019년 0.71%로 연도별 합계출산율이 저하되었음
육아휴직 사용자 중 남성 비중은 점차 증가하고 있으나 전체의 20% 미만인데 이는 남성의 육아휴직 사용으로 인한 소득감소가 휴직률 저하의 원인임","수영구는 남성의 육아휴직을 장려하고자 2020년 4월, ‘부산 수영구 아빠 육아휴직 장려금 지원 조례’를 제정하고, 2020년 7월, ‘수영구 아빠 육아휴직 장려금 지원사업’을 시행했음
2021년 5월부터 4세부터 7세까지의 미취학 자녀를 둔 아빠를 대상으로 ‘수영구 새롭게 싹트는 육아아빠단’을 구성해서 운영했음
2021년 6월 1일부터 18일까지 ‘아빠와 함께하는 행복한 일상 속으로’라는 주제로 사진을 공모하여 46가족이 80 작품을 응모했음","아빠 육아휴직 장려금을 2020년에 15명에게 41회, 11,391,000원을 지원했고, 2021년엔 25명에게 196회, 57,960,000원을 지원했음
수영구는 ‘아빠 육아휴직 장려금 지원사업’의 적극적인 홍보로 더 많은 남성이 시간과 경제적 부담 없이 아이를 돌볼 수 있는 사회적 분위기를 조성하고 있음
'아이 낳고 키우기 좋은 도시 수영’을 만들기 위해 결혼과 출산, 양육지원을 위한 다양한 저출산 대책과 출산장려금 조례를 개정하는 등 출산장려시책을 계속해서 추진해 나갈 계획임"
2024,부산광역시 사상구,복지,빈집을 한평치유텃밭으로 조성하다,"부산광역시 사상구 괘법동의 괘내마을은 마을이 철도로 인해 도심과 단절되어 있어 도심 속 오지로 인식됨
시간이 갈수록 괘내마을의 정주여건이 악화되어 빈집이 늘어가는 악순환의 고리를 끊기 위한 다년간의 노력 끝에 2019년 국토부의 도시재생뉴딜사업지로 선정됨
2020년부터 생태와 문화가 공존하는 도시재생사업을 추진하고자 함","사업명은 경부선 철길따라 행복따라 괘내생태문화마을
'공폐가 정비사업'임
예산은 국비 20,000천원, 시비 5,000천원, 구비 5,000천원 등
총 30,000천원이 투입됨","빈집 2개소를 철거하여 친환경 마을농장인 한평치유텃밭으로 조성함
관내 어린이집·유치원 등을 대상으로 텃밭을 분양하여 생태체험공간으로 재탄생함"
2020,부산광역시 사상구,청년,청년! 활력사상 프로젝트,"지역의 핵심 인적자원인 청년들의 고용절벽 위기 극복이 필요함
구 차원의 문화·복지·보건분야 청년일자리 사업을 추진하여 청년 및 지역사회 활력 제공과 더불어 지역사회 서비스 질 향상을 도모하고자 함","문화·복지·보건 분야에 관심과 재능이 있는 지역 청년에게 관련 분야 일자리를 지원하기 위해 '청년! 활력사상 프로젝트'를 추진함
사상생활사박물관, 사상구육아종합지원센터, 사상구보건소 등 3개 분야 6개 사업장을 선정하여 16명의 청년에게 일자리를 제공함
또한 자격증 취득 및 직무능력 향상을 위한 교육 제공, 잡 컨설팅, 청년 간 온라인 네트워킹 등을 지원함","청년 실업률 해소를 위한 구 차원의 새로운 청년일자리 발굴·제공이 이루어짐
지역 청년에게 경력 쌓기 힘든 분야의 관련 일자리를 제공함으로써 실무경험을 바탕으로 관련 분야로의 취업 연계가 기대됨
참여자 맞춤형 다양한 교육·컨설팅 지원으로 청년 취업역량 강화 및 자존감 회복이 기대됨"
2021,부산광역시 사상구,복지 청년,"(부산 사상구) 민·관·산·학 협업 다문화여성 취업지원 ""따뜩한 정리"" 프로젝트","외국인 밀집지역(3.9%)으로 다문화여성의 경우 사회적 차별, 취업참여 기회가 부족함
다문화여성의 취업격차 문제 해결에 대한 민·관·산·학 공감대 마련이 요구됨","""따뜻한 정리""란 주부의 재능을 살릴 수 있는 '정리수납 전문가' 로 양성하여 주거환경개선이 필요한 취약계층에게 따뜻한 정리를 통해 환경을 개선하고 지역사회 일원으로 사회에 기여하는 의미임
민·관·산·학 기관별 역할: 區 공동협의체 조직 및 사업결과 모니터링을 시행함","민관산학 협약을 통한 협력관계를 구축함
프로젝트 팀 활동을 통한 지역사회에 기여함"
2023,부산광역시 사상구,청년 주거,도심형 청년창업·주거 복합공간 「부산창업가꿈」,청년창업가들이 부산에서 안정적인 창업활동을 할 수 있도록 도심 내 사무공간과 주거공간을 함께 제공하고자 함,"아파트형 기숙사 및 벤처랩을 리모델링하여 창업·주거 공간을 구축함
공모를 통해 공간 입주자를 선발하여 스타트업 인큐베이팅을 지원함
기초지자체(사상구청) + 앵커기관(동서대) 컨소시엄을 구성하여 운영함","도심형 청년창업·주거 복합센터(부산창업가꿈)에 15개사가 입주함
입주기업 컨설팅 90건 / 시제품 제작 8개사 35백만 원을 지원함
견학 및 캠프 각 1회 시행 등 청년창업자의 수요를 반영한 프로그램을 운영함"
2023,부산광역시 사상구,문화,부산광역시 사상구 | 다양한 재능과 문화예술 나눔공간에서 이웃과 함께 나눠요!,"사상구 감전동은 동네 근처에서 놀이터처럼 편안하게 문화예술을 즐길 수 있는 공간이 부족한 것에 대한 지역주민들의 아쉬움이 있었음
이에 문화복합형 주거환경관리사업을 통한 문화공간(감전골목문화놀이터, 감동생생예술창작촌, 감전생활문화센터) 조성을 추진함","감전 골목문화놀이터 및 감전 생활문화센터에서는 지역주민이 강사가 되어 재능을 기부하고 작품을 전시하는 등 개인의 시설을 공공의 시설로 개방하여 특색 있는 지역형 프로그램을 운영함
감동생생 예술창작촌은 지역 내 거주하는 청년 작가를 입주하도록 하고, 여유 공간은 주민 커뮤니티 공간, 공유 부엌, 지역 소규모 행사 등으로 활용하도록 하여, 작가와 지역민이 문화예술을 공유하는 개방 중심 시설로 운영할 예정임","예술적 상상력을 공유하고 문화예술을 누릴 수 있도록 공간을 마련하여 지역주민의 오랜 문화적 갈증을 해소하고, 주민들이 다양한 문화와 예술을 좀 더 쉽게 접하는 데 주도적인 역할을 함
수강생의 수요를 반영한 많은 프로그램을 제공하고 있으며, 특히 문화적 혜택으로부터 소외되기 쉬운 저소득층 아동들을 대상으로 한 미술 프로그램, 독서 논술 교실 등으로 문화활동 참여를 제고함
'감동생생예술창작촌'의 공유 부엌은 주민과 함께하는 요리 수업 등으로 주민들로부터 큰 호응을 얻음으로써 지역문화 활성화에 기여함"
2020,부산광역시 사상구,복지,"따뜻한 약속이 모이는 곳, 복지자원은행 '다온뱅크 설립, 운영'","공공･민간･지역사회 복지자원을 포괄하는 지역의 협업 체계가 부재함
수시 발생 위기가구의 복지욕구 맞춤형 적기에 자원 대응이 미흡함
지역 간, 욕구-자원 간 복지자원 불균형 해소를 위한 대책이 필요함","지역사회에 흩어진 공공･민간･지역 복지자원을 약속의 형태로 저축해 두었다가 수시로 발생하는 위기가구에 대해 필요한 시기에 필요한 자원을 지원함
이를 위해 지역 복지자원을 전수조사 후 목록을 공유함
자원 표준분류체계에 따른 계정과목을 분류하고(총 789건), 복지욕구 키워드에 따른 맞춤형 지원을 위해 노력함
욕구 대비 부족 자원 분석을 통해 자원 불균형 해소를 위해 노력함","지역 내 복지자원의 총량 증가함(전년대비 55.9%p 증가)
지역 간, 기관 간 복지자원 협력 및 공유 증가함(협력사업 61%, 공동사용 36%)
지역사회 내에서 어려운 이웃을 돌보는 공동체 책임의식 강화 및 생활 속 나눔 문화가 확산됨"
2019,부산광역시 사상구,복지,‘이웃 살핌’이 생활이 되고 ‘함께 나눔'이 축제가 되는 주민 주도 복지도시,"대단위 영구임대 아파트 지역으로 복지자원의 불균형이 심각함
공단 주변에 위치한 거주지는 재개발 지역으로 주택 노후가 가속화되고 있음
사상시외버스터미널 주변으로는 숙박업소가 밀집하여 취약계층의 복지 사각지대 우려가 제기됨","‘다복따복망’(다함께 행복하고 따뜻한 복지망)을 구축하고 복지 사각지대를 발굴함
지역 내 14개 공공기관과 협조하여 지속 가능한 기관 협력망을 구축함
숙박업소 장기 투숙자 돌봄 사업 추진을 통해 고독사, 자살 예방 등을 위해 노력함
보건-복지 연계사업으로 지원체계를 강화하여 실제 작동하는 복지안전망을 구축함","지역 단위의 보건 교육과 건강을 주제로 주민들이 스스로 문제를 발굴·해결 노력이 기대됨
공감토론회는 골목 단위 소규모 토론회로 주민역량을 강화하고, 주민력을 높이는 계기가 될 것임
지속 가능한 복지안전망 구축 및 지역공동체의 돌봄 문화 확산이 전망됨"
2022,부산광역시 동구,청년,청년 취업 사진 촬영 지원,취업 준비 청년에게 증명사진 촬영 서비스를 제공하여 취업준비 부담을 경감시켜주고자 함,관내 청년 스튜디오와 업무 협약을 체결하여 취업 준비를 위한 증명사진 및 프로필 사진 촬영을 지원함,관내 청년 대표가 운영하는 스튜디오와의 협약체결로 청년기업과 취업을 준비 중인 청년이 함께 상생할 수 있는 환경을 조성함
2022,부산광역시 동구,문화,명란로드 조성(부산 동구),부산 동구는 초량이 기원인 ‘명란’과 관련된 볼거리를 제공하여 이바구길의 가치를 높이고자 함,"초량 이바구길'의 홍보를 위해 '명란'이라는 역사문화 콘텐츠를 보강하여 '다시 찾는 초량 이바구길(명란 로드)'을 조성함
초량에 위치한 옛 남선 창고의 역사 스토리를 활용한 명란 관광 콘텐츠와 기반시설, 관광코스 등을 개발하고 명란을 이용한 요리들을 지역특산품과 함께 개발함
‘명란 로드’와 명란 브랜드 연구소를 조성하고, 명란 셀프 쿠킹 체험행사와 ‘초량 이바구길’을 관광투어와 연계할 수 있도록 했음","명란 로드를 자원화해서 지역경제 활성하게 기여하고 있음 
명란 브랜드 연구소가 명란 콘텐츠 개발의 중심이 되어 동구가 명란 관광의 성지가 되기를 기대하고 있음"
2019,부산광역시 동구,복지,(부산 동구) 나눔과 소통의 공간 “씽씽행복주방사업”,"취약계층 복지욕구조사 결과 '식생활' 지원이 가장 필요한 것으로 나타났음
1인 가구 고독사 문제 및 변화의 필요성이 대두되며 고독한 삶에 대해 접근하는 새로운 시각의 필요성이 제기됨
동구는 수급자 및 65세이상 노년층이 증가하고 유동인구가 낮은 지역으로 복지공동체 회복을 위한 주민소통 공간 조성을 추진하고자 함","저소득 주민의 높은 욕구인 푸드쉐어링을 위해 ""씽씽행복주방설치사업""을 추진함
행복주방을 통해 저소득 주민의 식생활을 지원하고 이웃간 협력 지역공동체 공간을 마련함
나눔밑반찬만들기, 나눔쌀독, 나눔냉장고사업과 연계 등 민관협력을 통한 공유서비스 제공 및 고독사 예방을 위한 재능기부 등 공유복지플랫폼을 구축함","씽씽행복주방을 활용한 특화사업 연계 활성화로 복지사각지대를 개선함
이웃과 함께 소통하고 공유하는 나눔문화가 활성화됨
1인가구 고독사 예방 및 삶의 질 향상에 기여함"
2024,부산광역시 남구,복지 교육,"따뜻한 동행, 아이 키우기 좋은 어부바 남구","어린이집 공공성 강화 및 주민과 함께하는 보육 실현으로 보육서비스 질을 제고함
임산부터 출산, 양육 돌봄까지! 주민의 욕구가 반영된 맞춤형 복지 실현으로 아이키우기 좋은 어부바(어린이집과 부모가 바라는 보육) 남구 구현","어린이집 식판 세척 및 소독지원 사업을 시행함
보육행정전문가 도입을 통한 보육행정 업무를 내실화함
어리이집 대체조리사 파견지원 및 남구형 어린이집 네이밍 공모 시행
꿈나무지원복합센터 건립 추진, 유엔남구 육아아빠단 운영, 유엔남구 다가치키움해결단 운영","보편적 돌봄 복지를 실현함
공동육아 문화를 확산하고 육아지원 인프라 기반을 확충함
부산시민 대상 빅데이터 조사결과  『보육환경 만족도 남구 1위』 달성"
2024,부산광역시 남구,주거,떼인 내 전세금 돌려받을 땐? 모바일로 신청은 손쉽게! 심사는 빠르게!,"최근 5년간('20~'24.7) 전세보증 및 개인임대보증 사고는 매년 증가 중이며, '24년말 약 6조 5,276억원(27,219건)의 보증사고 발생 예상으로 신속한 대응이 필요함
전세사고 급증으로 신속한 보증이행을 위해 제도개선, 센터 증설(인천·경기 2개소) 등을 추진하였으나 제한된 영업센터 수와 인력 등으로 비대면 이행시스템 전면 개편 필요함","모바일 기반 간편청구부터 신속심사, 간편명도까지 전 과정 디지털 전환: 모바일 앱을 통한 자동화 청구·심사 시스템과 간편명도 채널을 구축하여 임차인의 편의성과 심사속도 향상함
외부 시스템 연계 및 절차 간소화: 리파인·정부24 등과 연계하여 서류 자동스크래핑, 명도확인 간소화, 규정 개정 등으로 심사기간 단축과 업무효율 증대함
이용 활성화 및 고객 중심 개선: 사전안내 강화, UI/UX 개선, 전자서명 도입, 대응인력 확충, 고객 피드백 분석을 통해 사용자 중심 서비스 고도화함","영업점을 방문할 필요 없이 모바일App으로 24시간 언제 어디서나 이행청구부터 서류보완, 명도까지 전 과정을 한 번에 가능히게 하여 고객 편의성을 제고함
모바일 이행청구 전면 개편('4.7.1) 후 기존 대비 월평균 이용률 21배 증가(전체 이행청구의 1.4%→29.1%)로 고객 이용률이 제고됨"
